chr1	0	4328000	B
chr1	4461000	4761000	A
chr1	4782000	5072000	A
chr1	5089000	6980000	B
chr1	7003000	9437000	B
chr1	9559000	10112000	A
chr1	10281000	11587000	B
chr1	11691000	12844000	B
chr1	12862000	13656000	A
chr1	13827000	14962000	B
chr1	15026000	17097000	B
chr1	17179000	18336000	B
chr1	18352000	19029000	B
chr1	19096000	20525000	B
chr1	20654000	21332000	A
chr1	21447000	22495000	B
chr1	22605000	24231000	B
chr1	24312000	25881000	B
chr1	25954000	30597000	B
chr1	30781000	31178000	B
chr1	31189000	33522000	B
chr1	33665000	34415000	A
chr1	34510000	34853000	A
chr1	34965000	36730000	A
chr1	36816000	37248000	A
chr1	37265000	37861000	A
chr1	37917000	38087000	A
chr1	38212000	38784000	A
chr1	38798000	38980000	A
chr1	38998000	39531000	A
chr1	39617000	43100000	A
chr1	43101000	43719000	A
chr1	43764000	44099000	A
chr1	44291000	44742000	B
chr1	44755000	45706000	B
chr1	45820000	46026000	B
chr1	46183000	46660000	B
chr1	46823000	51603000	B
chr1	51690000	53304000	A
chr1	53435000	53570000	B
chr1	53751000	54373000	A
chr1	54395000	54980000	A
chr1	54986000	55384000	A
chr1	55407000	55836000	B
chr1	55904000	57326000	B
chr1	57445000	58293000	A
chr1	58429000	59210000	A
chr1	59268000	59605000	A
chr1	59788000	60915000	A
chr1	61021000	62961000	A
chr1	63183000	63584000	A
chr1	63675000	64434000	A
chr1	64579000	65174000	A
chr1	65324000	65992000	B
chr1	66121000	69111000	B
chr1	69252000	69766000	B
chr1	69787000	71490000	B
chr1	71583000	72089000	A
chr1	72324000	72850000	A
chr1	72914000	73800000	A
chr1	73918000	74182000	A
chr1	74201000	74438000	A
chr1	74511000	75576000	A
chr1	75697000	77515000	B
chr1	77597000	77924000	B
chr1	77944000	78433000	B
chr1	78539000	78699000	A
chr1	78760000	80118000	B
chr1	80188000	81270000	B
chr1	81341000	83706000	B
chr1	83749000	84621000	B
chr1	84727000	84885000	A
chr1	84951000	85706000	B
chr1	85749000	86022000	A
chr1	86153000	86330000	A
chr1	86445000	86524000	A
chr1	86653000	87049000	A
chr1	87174000	87978000	A
chr1	88178000	88287000	A
chr1	88371000	88722000	A
chr1	88764000	89208000	A
chr1	89232000	89621000	A
chr1	89644000	89991000	A
chr1	90039000	90573000	A
chr1	90644000	92890000	A
chr1	92939000	93745000	A
chr1	94004000	94080000	B
chr1	94144000	95851000	B
chr1	95868000	96794000	B
chr1	96824000	97686000	B
chr1	97807000	103765000	B
chr1	103805000	104959000	B
chr1	104987000	105626000	B
chr1	105654000	106386000	B
chr1	106460000	106882000	B
chr1	107107000	107561000	B
chr1	107632000	111618000	B
chr1	111658000	117545000	B
chr1	117727000	118069000	B
chr1	118345000	119522000	A
chr1	119526000	120551000	A
chr1	120613000	121542000	B
chr1	121629000	122914000	B
chr1	122946000	125290000	B
chr1	125397000	127455000	B
chr1	127501000	127759000	B
chr1	127815000	128235000	A
chr1	128376000	128832000	B
chr1	128885000	130360000	B
chr1	130545000	131063000	A
chr1	131082000	131275000	A
chr1	131297000	131868000	A
chr1	131952000	132972000	A
chr1	133045000	133602000	A
chr1	133675000	134329000	A
chr1	134358000	134628000	A
chr1	134645000	136455000	A
chr1	136545000	136749000	A
chr1	136796000	137211000	A
chr1	137307000	138043000	B
chr1	138105000	138786000	B
chr1	138852000	139369000	B
chr1	139425000	139578000	B
chr1	139670000	140073000	B
chr1	140181000	140673000	B
chr1	140720000	143545000	B
chr1	143658000	143770000	B
chr1	143824000	144378000	B
chr1	144414000	149772000	B
chr1	149859000	150246000	B
chr1	150405000	150987000	B
chr1	151067000	151384000	A
chr1	151475000	151733000	A
chr1	151842000	152743000	A
chr1	152791000	153368000	A
chr1	153547000	153785000	A
chr1	153882000	154180000	A
chr1	154288000	155006000	B
chr1	155019000	155530000	A
chr1	155575000	157085000	A
chr1	157119000	157498000	B
chr1	157577000	158658000	B
chr1	158665000	159139000	B
chr1	159294000	160122000	B
chr1	160227000	161194000	A
chr1	161207000	161289000	A
chr1	161324000	161697000	B
chr1	161753000	162717000	A
chr1	162839000	163096000	B
chr1	163107000	163772000	B
chr1	163813000	163900000	B
chr1	163940000	164216000	A
chr1	164358000	165223000	A
chr1	165282000	166348000	A
chr1	166457000	167374000	B
chr1	167390000	167912000	A
chr1	167958000	169457000	B
chr1	169563000	169918000	B
chr1	169935000	170170000	B
chr1	170252000	170614000	B
chr1	170635000	170806000	A
chr1	170893000	171009000	A
chr1	171122000	171447000	A
chr1	171619000	171961000	B
chr1	172052000	172331000	A
chr1	172408000	172631000	A
chr1	172680000	173411000	B
chr1	173598000	175876000	B
chr1	175944000	176680000	B
chr1	176721000	177686000	B
chr1	177936000	178124000	B
chr1	178286000	178455000	A
chr1	178558000	179451000	A
chr1	179521000	179792000	A
chr1	179865000	180225000	A
chr1	180262000	180762000	A
chr1	180878000	181216000	A
chr1	181285000	181821000	A
chr1	181892000	182125000	A
chr1	182157000	182552000	A
